protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YLR355C	-0.5	-1	0	804	0.827875029055161	-105.272497401427	2.03669710014182e-05	7.62425431419937e-05	0.267133940738137		metabolic		P06168	ILV5	Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	395	44,368	P06168;	SUBCELLULAR LOCATION: Mitochondrion.	NaN
YLR359W	-0.5	-1	0	805	0.774749707404098	-387.86589827447	3.95227489933107e-06	2.26861051156968e-06	1.74215665455788		metabolic		Q05911	ADE13	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	482	54,510	Q05911;	NaN	NaN
YLR372W	-0.5	-1	0	806	0.703497302381317	-65186.6602141657	1.62216679587579e-08	2.15374415655349e-06	0.00753184537234749		metabolic		P40319	ELO3	Elongation of fatty acids protein 3 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO3) (Affecting plasma membrane ATPase activity protein 1) (Suppressor of RAD3 essential function protein 1) (Suppressor of Rvs161 and Rvs167 mutations protein 4) (Very-long-chain 3-oxoacyl-CoA synthase 3) (v-SNARE bypass mutant gene 1 protein)	345	39,465	P40319;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12087109, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9832547}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Component of a microsomal membrane bound long-chain fatty acid elongation system, which produces the 20-26-carbon very long-chain fatty acids (VLCFA) from long-chain fatty acid precursors and is involved ceramide and inositol sphingolipid biosynthesis. Component of elongase III, which synthesizes 20-26-carbon fatty acids from 18-carbon-fatty acyl-CoA primers such as stearoyl-CoA by incorporation of malonyl-CoA (PubMed:9211877, PubMed:12684876). The enzymes active site faces the cytosol, whereas VLCFA length is determined by a lysine near the luminal end of transmembrane helix 6 (PubMed:17719544). Plays an important role in lipotoxic cell death induced by oleic acid through maintaining a balanced fatty acid composition in thr plasma membrane (PubMed:29458843). Affects plasma membrane H(+)-ATPase activity. May act on a glucose-signaling pathway that controls the expression of several genes that are transcriptionally regulated by glucose such as PMA1, HXT3 and SNF3 (PubMed:8027068). {ECO:0000269|PubMed:12684876, ECO:0000269|PubMed:17719544, ECO:0000269|PubMed:29458843, ECO:0000269|PubMed:8027068, ECO:0000269|PubMed:9211877}.
YLR395C	-2	-1	0	811	0.808800305001035	-285.909207873235	6.59201409706741e-06	3.8001619117855e-07	17.3466664055116		metabolic	Mitochondrial respiratory chain complex IV, COX5B variant	P04039	COX8	Cytochrome c oxidase subunit 8, mitochondrial (Cytochrome c oxidase polypeptide VIII)	78	8,907	P04039;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of COX2 and heme A of COX1 to the active site in COX1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000305|PubMed:30598554}.
YLR420W	-0.5	-1	0	813	0.708333333333333	-13592.4455057241	7.96081869769645e-08	1.7038509327401e-06	0.0467225069090641		metabolic		P20051	URA4	Dihydroorotase (DHOase) (EC 3.5.2.3)	364	40,313	P20051;	NaN	NaN
YLR450W	-0.5	-1	0	818	0.70833347307516	-3426.81858753381	3.15765377984751e-07	2.28775490407238e-07	1.38024128993305	YML075C	metabolic		P12684	HMG2	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2 (HMG-CoA reductase 2) (EC 1.1.1.34)	1045	115,692	P12684;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein. Nucleus envelope.	FUNCTION: One of 2 isozymes that catalyze the conversion of HMG-CoA to mevalonate. It is the rate-limiting enzyme of the sterol biosynthesis pathway. Involved in ergosterol biosynthesis. {ECO:0000269|PubMed:3526336}.
YML056C	-0.5	-1	0	825	0.708333333333333	-4208.7966804277	2.57097224089219e-07	1.7038509327401e-06	0.150891852772449	YLR432W	metabolic		P50094	IMD4	Inosine-5'-monophosphate dehydrogenase 4 (IMP dehydrogenase 4) (IMPD 4) (IMPDH 4) (EC 1.1.1.205)	524	56,394	P50094;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03156, ECO:0000269|PubMed:14562095}.	FUNCTION: Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate-limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. {ECO:0000255|HAMAP-Rule:MF_03156, ECO:0000269|PubMed:12746440, ECO:0000269|PubMed:15292516}.
YML081C-A	-2	-1	0	829	0.826866543797358	-4274.93430023048	4.98368959006367e-07	8.71069858872746e-07	0.572134317276581		metabolic	Mitochondrial proton-transporting ATP synthase complex	P81450	ATP18	ATP synthase subunit J, mitochondrial (ATPase synthase I subunit)	59	6,688	P81450;	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:16823961}; Single-pass membrane protein {ECO:0000269|PubMed:16823961}.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain. Minor subunit located with subunit a in the membrane.
YML106W	-0.5	-1	0	833	0.708333333333333	-870.924010383729	1.242438984794e-06	3.85759508929359e-06	0.322076048946215	YMR271C	metabolic		P13298	URA5	Orotate phosphoribosyltransferase 1 (OPRT 1) (OPRTase 1) (EC 2.4.2.10)	226	24,664	P13298;	NaN	FUNCTION: Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP). {ECO:0000250}.
YML120C	-4	-1	0	835	0.77687679920946	-31403.8448606233	4.93882656833321e-08	1.34967967144019e-06	0.0365925832094899		metabolic		P32340	NDI1	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial (EC 1.6.5.9) (Internal NADH dehydrogenase) (NADH:ubiquinone reductase (non-electrogenic))	513	57,250	P32340;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11502169}; Peripheral membrane protein {ECO:0000269|PubMed:11502169}; Matrix side {ECO:0000269|PubMed:11502169}. Note=Bound to the mitochondrial inner membrane facing the matrix site.	FUNCTION: Catalyzes the oxidation of NADH generated inside the Mitochondrion.
YML126C	-0.5	-1	0	838	0.70833347307516	-199.043689724409	5.43634750780594e-06	1.20609672766996e-05	0.450738931885534		metabolic		P54839	ERG13	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	491	55,014	P54839;	NaN	FUNCTION: This enzyme condenses acetyl-CoA with acetoacetyl-CoA to form HMG-CoA, which is the substrate for HMG-CoA reductase. {ECO:0000250}.
YML130C	-1	-1	0	839	0.869981365709186	-5540.65312630811	5.01532986876729e-07	9.95508410140282e-07	0.50379583112317		Secretory		Q03103	ERO1	Endoplasmic oxidoreductin-1 (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase protein 1)	563	65,033	Q03103;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11707280, ECO:0000269|PubMed:9659913, ECO:0000269|PubMed:9659914}; Peripheral membrane protein {ECO:0000269|PubMed:11707280, ECO:0000269|PubMed:9659913, ECO:0000269|PubMed:9659914}; Lumenal side {ECO:0000269|PubMed:11707280, ECO:0000269|PubMed:9659913, ECO:0000269|PubMed:9659914}.	FUNCTION: Essential oxidoreductase that oxidizes proteins in the endoplasmic reticulum to produce disulfide bonds. Acts by oxidizing directly PDI1 isomerase through a direct disulfide exchange. Does not act as a direct oxidant of folding substrate, but relies on PDI1 to transfer oxidizing equivalent. Also able to oxidize directly the PDI related protein MPD2. Does not oxidize all PDI related proteins, suggesting that it can discriminate between PDI1 and related proteins. Reoxidation of ERO1 probably involves electron transfer to molecular oxygen via FAD. Acts independently of glutathione. May be responsible for a significant proportion of reactive oxygen species (ROS) in the cell, thereby being a source of oxidative stress. {ECO:0000269|PubMed:10549279, ECO:0000269|PubMed:11090354, ECO:0000269|PubMed:12453408, ECO:0000269|PubMed:9659913, ECO:0000269|PubMed:9659914}.
YMR062C	-0.5	-1	0	851	0.77387569627965	-1049.48199783701	1.45422359401041e-06	1.82828948400763e-06	0.795401169634657		metabolic		Q04728	ARG7	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial (Extracellular mutant protein 40) [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]	441	47,849	Q04728;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000255|HAMAP-Rule:MF_03124, ECO:0000269|PubMed:14576278}.	FUNCTION: Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis: the synthesis of acetylglutamate from glutamate and acetyl-CoA, and of ornithine by transacetylation between acetylornithine and glutamate. {ECO:0000255|HAMAP-Rule:MF_03124, ECO:0000269|PubMed:9428669}.
YMR084W	2	1	0	853	41.2227987872236	5188.58889337224	8.80342148759181e-08	1.82828948400763e-07	0.4815113560843		metabolic		A2P2R3	YMR084W	Putative glutamine--fructose-6-phosphate aminotransferase [isomerizing] (GFAT) (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (Hexosephosphate aminotransferase)	262	29,272	A2P2R3;	NaN	FUNCTION: Involved in amino sugar synthesis (formation of chitin, supplies the amino sugars of asparagine-linked oligosaccharides of glycoproteins). {ECO:0000250}.
YMR108W	-0.5	-1	0	859	0.828227789055602	-880.226178330355	2.44190339629847e-06	6.05920022710383e-06	0.40300754303768		metabolic	Acetolactate synthase complex	P07342	ILV2	Acetolactate synthase catalytic subunit, mitochondrial (EC 2.2.1.6) (Acetohydroxy-acid synthase catalytic subunit) (AHAS) (ALS)	687	74,937	P07342;	SUBCELLULAR LOCATION: Mitochondrion.	NaN
YMR113W	-0.5	-1	0	861	0.708333333333334	-91783.9696290397	1.17893129668203e-08	2.45048224034531e-07	0.0481101751023466	YKL132C	metabolic		Q12676	FOL3	Dihydrofolate synthetase (DHFS) (EC 6.3.2.12)	427	47,851	Q12676;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Glutamate-adding enzyme which catalyzes the binding of the first glutamyl side chain to dihydropteroate. Leads to the de nove synthesis of tetrahydrofolate. {ECO:0000269|PubMed:11731153}.
YMR165C	-0.5	-1	0	865	0.708356303143339	-383924.987899732	2.81875073237862e-09	4.01075022931517e-07	0.00702798870838665		metabolic		P32567	PAH1	Phosphatidic acid phosphohydrolase 1 (PAP1) (EC 3.1.3.4) (Protein SMP2)	862	95,031	P32567;	SUBCELLULAR LOCATION: Cytoplasm. Nucleus membrane; Peripheral membrane protein. Endoplasmic reticulum membrane; Peripheral membrane protein.	FUNCTION: Mg(2+)-dependent phosphatidate (PA) phosphatase which catalyzes the dephosphorylation of PA to yield diacylglycerol. Required for de novo lipid synthesis and formation of lipid droplets. Controles transcription of phospholipid biosynthetic genes and nuclear structure by regulating the amount of membrane present at the nuclear envelope. Involved in plasmid maintenance, in respiration and in cell proliferation. {ECO:0000269|PubMed:15889145, ECO:0000269|PubMed:16467296, ECO:0000269|PubMed:16968695, ECO:0000269|PubMed:17910939, ECO:0000269|PubMed:17971454, ECO:0000269|PubMed:20876142, ECO:0000269|PubMed:21081492, ECO:0000269|PubMed:21422231, ECO:0000269|PubMed:8437575}.
YMR189W	-3	-1	0	868	0.372794337046945	-103871.891205489	2.55080463896699e-09	2.29732710032373e-06	0.00111033585013103		metabolic	Glycine decarboxylase multienzyme complex 	P49095	GCV2	Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine decarboxylase complex subunit P) (Glycine dehydrogenase (aminomethyl-transferring))	1034	114,451	P49095;	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.	FUNCTION: The glycine cleavage system (glycine decarboxylase complex) catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor; CO(2) is released and the remaining methylamine moiety is then transferred to the lipoamide cofactor of the H protein.
YMR205C	-0.5	-1	0	870	0.80897909669247	-188.336295069618	1.00179526625346e-05	1.6244017038539e-05	0.616716458667026		metabolic	6-phosphofructokinase complex	P16862	PFK2	ATP-dependent 6-phosphofructokinase subunit beta (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 2) (Phosphohexokinase)	959	104,618	P16862;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:18313953}. Mitochondrion outer membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:16962558}.	FUNCTION: Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis. {ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:11221662, ECO:0000269|PubMed:3000145, ECO:0000269|PubMed:3007939, ECO:0000269|PubMed:40590, ECO:0000269|PubMed:6211191, ECO:0000269|PubMed:6219673, ECO:0000269|PubMed:8132627, ECO:0000269|PubMed:8663166}.
YMR208W	-0.5	-1	0	872	0.70833347307516	-36114.3148481611	2.99623756155208e-08	7.9736394773736e-07	0.037576787489005		metabolic		P07277	ERG12	Mevalonate kinase (MK) (MvK) (EC 2.7.1.36) (Ergosterol biosynthesis protein 12) (Regulation of autonomous replication protein 1)	443	48,460	P07277;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the phosphorylation of mevalonate to mevalonate 5-phosphate, a key step in isoprenoid and cholesterol biosynthesis. {ECO:0000250|UniProtKB:Q03426}.; FUNCTION: RAR (regulation of autonomous replication) is a protein whose activity increases the mitotic stability of plasmids.
YMR217W	-0.5	-1	0	874	0.708333333333333	-982.148448227125	1.10173767035637e-06	6.65267639468746e-06	0.16560818608826		metabolic		P38625	GUA1	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	525	58,482	P38625;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	NaN
YMR220W	-0.5	-1	0	875	0.708333473075161	-525868.868803624	2.05768154528627e-09	6.26978854463351e-07	0.00328189943032051		metabolic		P24521	ERG8	Phosphomevalonate kinase (EC 2.7.4.2)	451	50,455	P24521;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YMR256C	-2	-1	0	882	0.808800305001035	-571.81841574647	3.29600704853371e-06	4.6233707894015e-07	7.12901300516366		metabolic	Mitochondrial respiratory chain complex IV, COX5B variant	P10174	COX7	Cytochrome c oxidase subunit 7, mitochondrial (Cytochrome c oxidase polypeptide VII)	60	6,932	P10174;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of COX2 and heme A of COX1 to the active site in COX1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000305|PubMed:30598554}.
YMR261C	-0.5	-1	0	883	0.708333333333333	-563.432541703787	1.92049600121031e-06	1.82828948400763e-06	1.05043321531367	YML100W	metabolic	Trehalose-6-phosphate synthase/phosphatase variant 1	P38426	TPS3	Trehalose synthase complex regulatory subunit TPS3 (Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 115 kDa subunit)	1054	118,835	P38426;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Regulatory subunit of the trehalose synthase complex that catalyzes the production of trehalose from glucose-6-phosphate and UDP-glucose in a two step process. May stabilize the trehalose synthase complex. {ECO:0000269|PubMed:9194697}.
YMR272C	-0.5	-1	0	886	0.703497302381317	-10265967.745728	1.03004059970342e-10	4.98711424695276e-07	0.00020654040567304		metabolic		Q03529	SCS7	Ceramide very long chain fatty acid hydroxylase SCS7 (Ceramide VLCFA hydroxylase SCS7) (4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.6) (Dihydroceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.7) (Sphingolipid alpha-hydroxylase) (Suppressor of calcium sensitivity 7)	384	44,881	Q03529;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	FUNCTION: Ceramide hydroxylase involved in the hydroxylation of sphingolipid-associated very long chain fatty acids (PubMed:9353282, PubMed:9368039, PubMed:26977056, PubMed:9559540, PubMed:16652392, PubMed:19074599). Postulated to hydroxylate the very long chain fatty acid of dihydroceramides and phytoceramides at C-2 (PubMed:9368039, PubMed:26977056). {ECO:0000269|PubMed:16652392, ECO:0000269|PubMed:19074599, ECO:0000269|PubMed:26977056, ECO:0000269|PubMed:9353282, ECO:0000269|PubMed:9368039, ECO:0000269|PubMed:9559540}.
YMR281W	-0.5	-1	0	888	0.703497302381317	-10265967.745728	1.03004059970342e-10	2.78550910914252e-08	0.00369785399847608		metabolic		P23797	GPI12	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase (EC 3.5.1.89)	304	35,446	P23797;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane.	FUNCTION: Involved in the second step of GPI biosynthesis. De-N-acetylation of N-acetylglucosaminyl-phosphatidylinositol.
YMR296C	-0.5	-1	0	891	0.703497302381317	-100573.704330427	1.05140440473431e-08	2.22074953031294e-06	0.00473445740000291		metabolic	SPOTS complex	P25045	LCB1	Serine palmitoyltransferase 1 (SPT 1) (SPT1) (EC 2.3.1.50) (Long chain base biosynthesis protein 1)	558	62,207	P25045;	SUBCELLULAR LOCATION: Cytoplasm. Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Component of serine palmitoyltransferase (SPT), which catalyzes the committed step in the synthesis of sphingolipids, the condensation of serine with palmitoyl CoA to form the long chain base 3-ketosphinganine. {ECO:0000269|PubMed:11781309, ECO:0000269|PubMed:8058731}.
YMR300C	-0.5	-1	0	893	0.708333333333333	-6540.42627412002	1.65443336250965e-07	2.62278177286959e-06	0.0630793373517892		metabolic		P04046	ADE4	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase)	510	56,719	P04046;	NaN	NaN
YMR313C	-0.5	-1	0	897	0.703497302381317	-423899538.992689	2.49454472125011e-12	3.13968037044243e-07	7.94521870676472e-06		metabolic		P40308	TGL3	Triacylglycerol lipase 3 (EC 3.1.1.3) (Lipase 3)	642	73,613	P40308;	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:10515935, ECO:0000269|PubMed:12682047, ECO:0000269|PubMed:21820081, ECO:0000269|PubMed:23673660, ECO:0000269|PubMed:24868093}. Note=Partially retained in the endoplasmic reticulum in cells lacking triacylglycerols. {ECO:0000269|PubMed:23673660}.	FUNCTION: Lipid particle-localized triacylglycerol (TAG) lipase. The lipid droplet/particle is a lipid storage compartment which serves as a depot of energy and building blocks for membrane lipid biosynthesis. Involved in the mobilization of the non-polar storage lipids triacylglycerols (TAGs) from lipid particles by hydrolysis of TAGs, releasing and supplying specific fatty acids to the appropriate metabolic pathways (PubMed:10515935, PubMed:12682047, PubMed:16267052). Also catalyzes the acylation of lysophosphatidic acid (LPA). Important for efficient sporulation, but rather through its acyltransferase than lipase activity (PubMed:20016004). {ECO:0000269|PubMed:10515935, ECO:0000269|PubMed:12682047, ECO:0000269|PubMed:16267052, ECO:0000269|PubMed:20016004}.
YMR319C	-0.5	-1	0	899	0.708333333333333	-6704049.5754066	1.6140542087627e-10	1.28267429768075e-07	0.00125835078451415		metabolic		P40988	FET4	Low-affinity Fe(2+) transport protein (Low-affinity Fe(II) transport protein)	552	62,792	P40988;	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	FUNCTION: Required for Fe(2+) ion low affinity uptake.
YNL037C	-3	-1	0	906	0.520425819907169	-2003.11517811087	2.40535662867116e-07	2.04844999778866e-06	0.117423253253328		metabolic	Mitochondrial isocitrate dehydrogenase complex (NAD+)	P28834	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	360	39,324	P28834;	SUBCELLULAR LOCATION: Mitochondrion.	FUNCTION: Performs an essential role in the oxidative function of the citric acid cycle. Also binds RNA; specifically to the 5'-untranslated leaders of mitochondrial mRNAs.
YNL038W	-0.5	-1	0	907	0.703497302381317	-10265967.745728	1.03004059970342e-10	3.25454672545861e-10	0.316492798104865		metabolic	Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex	P53961	GPI15	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI15 (GPI-GlcNAc transferase complex subunit GPI5) (GPI-GnT subunit GPI5) (EC 2.4.1.198) (PIGH homolog)	229	26,817	P53961;	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Part of the complex catalyzing the transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to phosphatidylinositol, the first step of GPI biosynthesis. {ECO:0000269|PubMed:11746600}.
YNL048W	2	1	0	909	38.6172433638708	1980.69823708008	2.31049718670533e-07	3.55128480925043e-07	0.650608810841337		metabolic		P53954	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Alpha-1,2-mannosyltransferase ALG11) (Asparagine-linked glycosylation protein 11) (Glycolipid 2-alpha-mannosyltransferase)	548	63,143	P53954;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11278778}; Single-pass type II membrane protein {ECO:0000269|PubMed:11278778}.	FUNCTION: Required for N-linked oligosaccharide assembly. Has a role in the last step of the synthesis of the Man(5)GlcNAc(2)-PP-dolichol core oligosaccharide on the cytoplasmic face of the endoplasmic reticulum. {ECO:0000269|PubMed:11278778, ECO:0000269|PubMed:16878994, ECO:0000269|PubMed:19929855}.
YNL071W	-2	-1	0	912	0.780673815839441	-120.483913231363	1.31624837655013e-05	2.62278177286959e-06	5.01852037468608		metabolic	Mitochondrial pyruvate dehydrogenase complex	P12695	LAT1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)	482	51,818	P12695;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:14562095}.	FUNCTION: The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). {ECO:0000269|PubMed:7030741}.
YNL104C	-0.5	-1	0	916	0.824002753645695	-1746.57240881655	1.19477277662647e-06	2.9386642491641e-06	0.406570017982259	YOR108W	metabolic		P06208	LEU4	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	619	68,409	P06208;	SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion.	FUNCTION: Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate).
