protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YPL271W	-3	-1	0	1117	0.00031128268624339	-17499.9020566432	9.44444441611111e-12	1.51240700771312e-06	6.24464470737402e-06		metabolic	Mitochondrial proton-transporting ATP synthase complex	P21306	ATP15	ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)	62	6,743	P21306;	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and of the central stalk which is part of the complex rotary element. Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits.
YPR021C	-0.5	-1	0	1128	0.372252563450781	-1624091.4271648	2.08660644503228e-10	2.34518808158047e-08	0.00889739488879747		metabolic		Q12482	AGC1	Mitochondrial aspartate-glutamate transporter AGC1 (Aspartate-glutamate carrier 1)	902	104,304	Q12482;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:14622413}; Multi-pass membrane protein {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:14622413}.	FUNCTION: Calcium-dependent mitochondrial aspartate and glutamate carrier. Transport of glutamate in mitochondria is required for mitochondrial transamination reactions and ornithine synthesis. Plays also a role in malate-aspartate NADH shuttle, which is critical for growth on acetate and fatty acids. {ECO:0000269|PubMed:14622413, ECO:0000269|PubMed:9178508}.
YPR033C	-0.5	-1	0	1130	0.930348130582962	-14534.8256930392	5.0970400768028e-07	4.18304976183945e-06	0.121849855177468		metabolic		P07263	HTS1	Histidine--tRNA ligase, mitochondrial (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	546	59,953	P07263;	SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion.	FUNCTION: Catalyzes the aminoacylation of histidyl-tRNA in both the cytoplasm and the mitochondrion. {ECO:0000269|PubMed:1459448, ECO:0000269|PubMed:3521891}.
YPR035W	-0.5	-1	0	1131	0.790392782720491	-236232.490572329	9.39083770627715e-09	3.63169125776176e-05	0.000258580287798605		metabolic		P32288	GLN1	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase)	370	41,766	P32288;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	NaN
YPR058W	-3	-1	0	1134	0.6375	-190593663.663853	5.46711424217769e-12	3.87673948179629e-07	1.41023513905157e-05	YBR104W	metabolic		P32331	YMC1	Mitochondrial glycine transporter YMC1	307	33,376	P32331;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16823961, ECO:0000305|PubMed:10930523}; Multi-pass membrane protein {ECO:0000269|PubMed:16823961, ECO:0000305|PubMed:10930523}.	FUNCTION: Secondary mitochondrial glycine transporter required for the biosynthesis of heme at high glycine concentrations. Imports the precursor glycine into the mitochondrial matrix, where it is condensed with succinyl-CoA to produce 5-aminolevulinate (ALA), the first step of heme biosynthesis. {ECO:0000269|PubMed:26821380}.
YPR060C	-0.5	-1	0	1135	0.611659655922159	-1771.94753894232	5.26764079583477e-07	2.77593691289117e-06	0.189760825304508		metabolic		P32178	ARO7	Chorismate mutase (CM) (EC 5.4.99.5)	256	29,747	P32178;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12455686}.	FUNCTION: Catalyzes the Claisen rearrangement of chorismate to prephenate (PubMed:2646272, PubMed:2187528, PubMed:10894726, PubMed:31498992, PubMed:9642265, PubMed:10428795). Acts at the first branch point in the aromatic amino acid pathway where it steers biosynthesis towards phenylalanine and tyrosine, and away from tryptophan (Probable). {ECO:0000269|PubMed:10428795, ECO:0000269|PubMed:10894726, ECO:0000269|PubMed:2187528, ECO:0000269|PubMed:2646272, ECO:0000269|PubMed:31498992, ECO:0000269|PubMed:9642265, ECO:0000305|PubMed:2187528}.
YPR074C	-0.5	-1	0	1138	0.64302613626261	-763.701846273611	1.39797133038853e-06	1.40519840969801e-05	0.0994856897602783	YBR117C	metabolic		P23254	TKL1	Transketolase 1 (TK 1) (EC 2.2.1.1)	680	73,806	P23254;	NaN	FUNCTION: Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate. {ECO:0000269|PubMed:8521838}.
YPR081C	-0.5	-1	0	1139	0.863616251621811	-1187.38086577379	3.10270299693997e-06	2.36433247408317e-07	13.122955552785	YBR121C	metabolic		Q06817	GRS2	Glycine--tRNA ligase 2 (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase 2) (GlyRS 2) (GlyRS2)	618	71,018	Q06817;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Catalyzes the ATP-dependent ligation of glycine to the 3'-end of its cognate tRNA, via the formation of an aminoacyl-adenylate intermediate (Gly-AMP) (PubMed:23816885). Also produces diadenosine tetraphosphate (Ap4A), a universal pleiotropic signaling molecule needed for cell regulation pathways, by direct condensation of 2 ATPs. Thereby, may play a special role in Ap4A homeostasis (By similarity). {ECO:0000250|UniProtKB:P41250, ECO:0000269|PubMed:23816885}.
YPR113W	-0.5	-1	0	1140	0.63749344307221	-314.039311272597	3.31795512722182e-06	7.37059111353862e-07	4.50161333889117		metabolic		P06197	PIS1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase)	220	24,824	P06197;	SUBCELLULAR LOCATION: Microsome membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Mitochondrion outer membrane {ECO:0000269|PubMed:16823961}; Multi-pass membrane protein {ECO:0000269|PubMed:16823961}.	NaN
YPR138C	-3.5	-1	0	1145	0.676068248217228	-4058098.66961328	3.04390537264093e-10	3.62786237926122e-07	0.000839035513045232	YGR121C	metabolic		P53390	MEP3	Ammonium transporter MEP3	489	53,690	P53390;	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	FUNCTION: Transporter for ammonium (both charged and uncharged NH3 and NH4) to use as a nitrogen source. The affinity of MEP2 is about twenty times higher than that of MEP1. MEP3 has the lowest affinity. {ECO:0000269|PubMed:11486013, ECO:0000269|PubMed:9234685}.
YPR145W	-0.5	-1	0	1148	0.951247804980839	-2559.67686155778	4.39932795020843e-06	1.30660478830912e-05	0.336699206184726	YGR124W	metabolic		P49089	ASN1	Asparagine synthetase [glutamine-hydrolyzing] 1 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 1)	572	64,470	P49089;	NaN	NaN
YPR159W	-0.5	-1	0	1150	0.6375	-20764.0212875399	5.01828291666586e-08	6.26021634838216e-07	0.0801614934276632	YGR143W	metabolic		P32486	KRE6	Beta-glucan synthesis-associated protein KRE6 (Killer toxin-resistance protein 6)	720	80,123	P32486;	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12237851}; Single-pass type II membrane protein {ECO:0000269|PubMed:12237851}.	FUNCTION: Involved in the synthesis of (1->6)- and (1->3)-beta-D-glucan polymers of the yeast cell wall in vivo. It is required for full activity of beta-glucan synthase in vitro. May be involved in the maturation and transport of cell wall proteins (CWP) to the cell wall. May act as a transglucosidase and contribute to the construction of a protein-bound glucan-structure that acts as an acceptor site for the addition of (1->6)-beta-D-glucan at the cell surface. {ECO:0000269|PubMed:10601196, ECO:0000269|PubMed:12237851, ECO:0000269|PubMed:15093776}.
YPR183W	-0.5	-1	0	1153	0.718460145020671	-737.156835130457	2.05086458765642e-06	1.33053527893749e-06	1.54138309605301		metabolic		P14020	DPM1	Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) (Dolichol-phosphate mannose synthase) (DPM synthase) (Dolichyl-phosphate beta-D-mannosyltransferase) (Mannose-P-dolichol synthase) (MPD synthase)	267	30,362	P14020;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15657391}; Single-pass type IV membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15657391}.	FUNCTION: Transfers mannose from GDP-mannose to dolichol monophosphate to form dolichol phosphate mannose (Dol-P-Man) which is the mannosyl donor in pathways leading to N-glycosylation, glycosyl phosphatidylinositol membrane anchoring, and O-mannosylation of proteins.
YPR191W	-2	-1	0	1155	0.629076625237996	-277.989700434222	3.61746434872825e-06	4.38406588311778e-06	0.825139139139863		metabolic	Mitochondrial respiratory chain complex III	P07257	QCR2	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome c oxidoreductase core protein 2)	368	40,478	P07257;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11502169, ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:22984289, ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Matrix side {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. The cytochrome b-c1 complex catalyzes electron transfer from ubiquinol to cytochrome c, linking this redox reaction to translocation of protons across the mitochondrial inner membrane, with protons being carried across the membrane as hydrogens on the quinol. In the process called Q cycle, 2 protons are consumed from the matrix, 4 protons are released into the intermembrane space and 2 electrons are passed to cytochrome c. {ECO:0000305|PubMed:11880631}.
YAL007C	-0.5	-1	0	1158	0.637301529676736	-8350.62374722964	1.2467573197694e-07	2.98652523042084e-06	0.0417460836114788	YOR016C	Secretory	EMP24 complex	P39704	ERP2	Protein ERP2	215	24,064	P39704;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	FUNCTION: Involved in vesicular protein trafficking.
YAR002C-A	-0.5	-1	0	1159	0.637301529676736	-8350.62374722964	1.2467573197694e-07	2.4887710253507e-06	0.0500953003337745	YGL002W	Secretory	EMP24 complex	Q05359	ERP1	Protein ERP1	219	24,723	Q05359;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10713261}; Single-pass type I membrane protein {ECO:0000269|PubMed:10713261}.	FUNCTION: Involved in vesicular protein trafficking.
YBL040C	0	0.532142857142857	0.0437916986710857	1160	1.36168586610919	997.335072546228	2.0071162069152e-06	1.01465280264298e-06	1.97813104313815		Secretory		P18414	ERD2	ER lumen protein-retaining receptor (HDEL receptor)	219	25,763	P18414;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi. This receptor strongly recognizes H-D-E-L and weakly recognizes D-D-E-L and K-D-E-L.
YBL050W	4	1	0	1161	2.53893999490251	620.768025103304	1.57485418179818e-06	9.49561868133807e-07	1.65850613282658		Secretory		P32602	SEC17	Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha) (Vesicular-fusion protein SEC17) (alpha-SNAP chaperone)	292	32,803	P32602;	SUBCELLULAR LOCATION: Membrane; Peripheral membrane protein.	FUNCTION: SNARE complex protein that binds to cis-SNARE complexes on membranes and is required for vesicular transport between the endoplasmic reticulum and the Golgi apparatus and for homotypic vacuole fusion. During the priming step of membrane fusion, is released from cis-SNARE complexes by SEC18 to establish a pool of unpaired SNAREs, which are required for interactions in trans during docking and fusion steps. Can displace HOPS from SNARE complexes, which may be a prerequisite for trans-SNARE complex disassembly and subsequent rounds of priming, docking and fusion. {ECO:0000269|PubMed:15889152, ECO:0000269|PubMed:8620540, ECO:0000269|PubMed:8670830, ECO:0000269|PubMed:9144293}.
YBR015C	4	1	0	1162	6.28407358636552	27.1507646105618	2.59207799943213e-05	1.24438551267535e-06	20.8301846415692		Secretory		P38069	MNN2	Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-) (Calcium resistance and vanadate sensitivity protein 4) (Mannan synthesis protein MNN2)	597	67,774	P38069;	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:20236934, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:9756928}; Single-pass type II membrane protein {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:20236934, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:9756928}. Note=Golgi localization depends on SVP26.	FUNCTION: Alpha-1,2-mannosyltransferase, responsible for addition of the first alpha-1,2-linked mannose to form the branches on the mannan backbone of oligosaccharides. {ECO:0000269|PubMed:1097420, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:355255, ECO:0000269|PubMed:381304, ECO:0000269|PubMed:4124122, ECO:0000269|PubMed:4578088, ECO:0000269|PubMed:4578089, ECO:0000269|PubMed:4612040, ECO:0000269|PubMed:4612041, ECO:0000269|PubMed:6802821, ECO:0000269|PubMed:9756928}.
YBR102C	-0.5	-0.996428571428571	0	1163	0.498920218004323	-7189.28634489417	8.34696949885068e-08	2.44091004409396e-07	0.341961372933306		Secretory	Exocyst	P38261	EXO84	Exocyst complex component EXO84 (Exocyst complex protein of 84 kDa) (U1 SNP1-associating protein 3)	753	85,538	P38261;	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle. Bud. Bud neck. Note=Cell periphery, bud and bud neck. The polarization of EXO84 requires actin cables.	FUNCTION: Involved in the secretory pathway as part of the exocyst complex which tethers secretory vesicles to the sites of exocytosis. Plays a role in both the assembly of the exocyst and the polarization of this complex to specific sites of the plasma membrane for exocytosis and to the budding site. Also involved in assembly of the spliceosome. {ECO:0000269|PubMed:10438536, ECO:0000269|PubMed:11425851, ECO:0000269|PubMed:15788396}.
YBR170C	0	0.4	0.14076229821268	1164	1.23289643466284	3316.34392972642	7.83121302882099e-07	5.21684695698513e-07	1.50113911590512		Secretory	Ribosome quality control complex	P33755	NPL4	Nuclear protein localization protein 4 (HMG-CoA reductase degradation protein 4)	580	65,782	P33755;	SUBCELLULAR LOCATION: Cytoplasm, perinuclear region. Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Nucleus membrane; Peripheral membrane protein; Cytoplasmic side. Note=Localizes mainly at the nuclear periphery and the endoplasmic reticulum membrane.	FUNCTION: Substrate-recruiting cofactor of the CDC48-NPL4-UFD1 segregase (PubMed:31249135). Assists CDC48 in the dislocation of misfolded, polyubiquitinated ERAD substrates that are subsequently delivered to the proteasome for degradation (PubMed:11739805, PubMed:11740563, PubMed:11847109). Involved in the import of nuclear-targeted proteins into the nucleus and the export of poly(A) RNA out of the nucleus (PubMed:8930904, PubMed:11733065). Required for the proteasome-dependent processing/activation of MGA2 and SPT23 transcription factors leading to the subsequent expression of OLE1 (PubMed:11733065). Regulates ubiquitin-mediated mitochondria protein degradation (PubMed:31249135). Involved in spindle disassembly probably by promoting the degradation of spindle assemby factors ASE1 and CDC5 at the end of mitosis (PubMed:14636562). {ECO:0000269|PubMed:11733065, ECO:0000269|PubMed:11739805, ECO:0000269|PubMed:11740563, ECO:0000269|PubMed:11847109, ECO:0000269|PubMed:14636562, ECO:0000269|PubMed:31249135, ECO:0000269|PubMed:8930904}.
YBR171W	-0.5	-1	0	1165	0.680462089049156	-1527.07071382098	8.22343427434449e-07	2.12502756779945e-06	0.386980121997203		Secretory	SEC62-SEC63 complex	P33754	SEC66	Translocation protein SEC66 (Protein HSS1) (Sec62/63 complex 31.5 kDa subunit)	206	24,231	P33754;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8257795}; Single-pass type II membrane protein {ECO:0000269|PubMed:8257795}.	FUNCTION: Acts as component of the Sec62/63 complex which is involved in SRP-independent post-translational translocation across the endoplasmic reticulum (ER) and functions together with the Sec61 complex and KAR2 in a channel-forming translocon complex. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC66 is required to attach or retain SEC72 in the SEC63 complex. It is essential for growth at elevated temperatures.
YBR201W	0	0.4	0.14076229821268	1166	1.23289678293856	23590.9776250951	1.10088590873989e-07	2.96738083791815e-08	3.70995827253589		Secretory	HRD1 ubiquitin ligase complex	P38307	DER1	Degradation in the endoplasmic reticulum protein 1	211	24,391	P38307;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8631297}; Multi-pass membrane protein {ECO:0000269|PubMed:8631297}.	FUNCTION: Component of the endoplasmic reticulum-associated degradation (ERAD) pathway. Specifically required for the ERAD-L pathway which mediates the degradation of proteins with misfolded lumenal domains within the endoplasmic reticulum. {ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:20005842, ECO:0000269|PubMed:23363603, ECO:0000269|PubMed:8631297}.
YBR254C	3	1	0	1167	2.53893999490251	908.280437848791	1.07634060970857e-06	1.16780794266456e-07	9.21676048248748		Secretory	TRAPPI protein complex	P38334	TRS20	Trafficking protein particle complex subunit 20 (TRAPP subunit 20) (Transport protein particle 20 kDa subunit)	175	19,700	P38334;	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network. Endoplasmic reticulum. Preautophagosomal structure.	FUNCTION: Component of the TRAPP I, TRAPP II and TRAPP III complexes which act as guanine nucleotide exchange factors (GEF) for YPT1. TRAPP I plays a key role in the late stages of endoplasmic reticulum to Golgi traffic. TRAPP II plays a role in intra-Golgi transport. TRAPP III plays a role in autophagosome formation. {ECO:0000269|PubMed:11239471, ECO:0000269|PubMed:20375281, ECO:0000269|PubMed:20972447, ECO:0000269|PubMed:9564032}.
YBR283C	0	0.4	0.14076229821268	1168	1.23289643466284	3316.34392972642	7.83121302882099e-07	1.2731021014294e-06	0.615128434713002		Secretory	SSH1 translocon complex	P38353	SSH1	Sec sixty-one protein homolog (Ssh1 complex subunit SSH1) (Ssh1 complex subunit alpha)	490	53,312	P38353;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Part of the Ssh1 complex, which probably is the major component of a channel-forming translocon complex that may function exclusively in the cotranslational pathway of protein endoplasmic reticulum (ER) import. {ECO:0000269|PubMed:11702951}.
YBR288C	2	1	0	1169	3.24785166275867	48207.3769764131	1.75730958240013e-08	3.52256822049638e-07	0.0498871695990176		Secretory	Adapter complex AP-3	P38153	APM3	AP-3 complex subunit mu (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu) (Mu-adaptin 3A) (Mu3-adaptin)	483	54,837	P38153;	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:10559961, ECO:0000269|PubMed:14562095}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10559961, ECO:0000305}; Peripheral membrane protein {ECO:0000269|PubMed:10559961, ECO:0000305}; Cytoplasmic side {ECO:0000269|PubMed:14562095, ECO:0000305}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex. {ECO:0000269|PubMed:10559961, ECO:0000305}.	FUNCTION: Part of the AP-3 complex, an adaptor-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane and may be directly involved in trafficking to the vacuole. Required for the transport via the ALP pathway, which directs the transport of the cargo proteins PHO8 and VAM3 to the vacuole. {ECO:0000269|PubMed:10559961, ECO:0000269|PubMed:9250663, ECO:0000269|PubMed:9335339}.
YCL001W	0	0.532142857142857	0.0437916986710857	1170	1.36168586610919	713.428626256289	2.80584113695681e-06	3.82887850053955e-07	7.32810178375058		Secretory		P25560	RER1	Protein RER1 (Retention of ER proteins 1)	188	22,270	P25560;	SUBCELLULAR LOCATION: Golgi apparatus membrane; Multi-pass membrane protein.	FUNCTION: Involved in the retrieval of endoplasmic reticulum membrane proteins from the early Golgi compartment. Required for correct localization of SEC12, SEC71 and SEC63 in the endoplasmic reticulum. {ECO:0000269|PubMed:9275186}.
YCR017C	-0.5	-1	0	1171	0.627866002574632	-54895.1233979815	1.82247731322716e-08	1.41668504519963e-07	0.128643788497841		Secretory		P25618	CWH43	Protein CWH43 (Calcofluor white hypersensitive protein)	953	107,883	P25618;	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Note=Concentrates to the bud tip of small budded cells and to the neck of dividing cells.	FUNCTION: Involved in the maintenance of cell wall integrity. Required for the replacement of the diacylglycerol moiety by ceramides during GPI-anchor maturation. {ECO:0000269|PubMed:11427965, ECO:0000269|PubMed:17714445, ECO:0000269|PubMed:17761529}.
YCR044C	-0.5	-1	0	1172	0.627866002574632	-22885.8542616937	4.37148274456515e-08	3.39812966922885e-07	0.128643788497841		Secretory		P25625	PER1	Protein PER1 (Protein processing in the ER protein 1)	357	42,541	P25625;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17021251}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17021251}.	FUNCTION: Involved in the lipid remodeling steps of GPI-anchor maturation. Lipid remodeling steps consist in the generation of 2 saturated fatty chains at the sn-2 position of GPI-anchors proteins. Required for phospholipase A2 activity that removes an acyl-chain at the sn-2 position of GPI-anchors during the remodeling of GPI. Required for efficient transport of GPI-anchor proteins. {ECO:0000269|PubMed:17021251}.
YCR067C	3	1	0	1173	2.53893999490251	620.768025103304	1.57485418179818e-06	3.4077018654802e-08	46.2145529147182	YNR026C	Secretory		P25365	SED4	Putative guanine nucleotide-exchange factor SED4	1065	114,079	P25365;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type II membrane protein. Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}. Note=In the process of transport, SED4 itself may migrate to the Golgi apparatus and function in subsequent transport events.	FUNCTION: Putative guanine nucleotide-exchange factor (GEF) involved in the formation or budding of transport vesicles from the ER. Positive regulator of SAR1 probably through inhibition of the GTPase activation by SEC23. {ECO:0000269|PubMed:11168590, ECO:0000269|PubMed:7593162, ECO:0000269|PubMed:9880808}.
YDL058W	4	1	0	1174	2.53893999490251	908.280437848791	1.07634060970857e-06	7.90663410361416e-07	1.36131329160227		Secretory		P25386	USO1	Intracellular protein transport protein USO1 (Int-1)	1790	206,452	P25386;	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasmic vesicle membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}. Note=Probably present on vesicles operational between the ER and the Golgi complex.	FUNCTION: Required for protein transport from the ER to the Golgi complex.
YDL092W	3	1	0	1175	3.29964336602846	69.8251140767462	1.21927267482766e-05	9.17016400879221e-07	13.2960836213905		Secretory	Signal recognition particle	P38985	SRP14	Signal recognition particle subunit SRP14 (Signal recognition particle 14 kDa protein homolog)	146	16,430	P38985;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000269|PubMed:11352936}.	FUNCTION: Signal-recognition-particle (SRP) assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum (ER) membrane. SRP is required for the cotranslational protein translocation for ER import and preferentially recognizes strongly hydrophobic signal sequences. It is involved in targeting the nascent chain-ribosome (RNC) complex to the ER and is proposed to participate in the arrest of nascent chain elongation during membrane targeting. SRP14 binds scR1 RNA to form the probable Alu domain of SRP responsible for elongation arrest.
YDL099W	3	1	0	1176	2.53893999490251	908.280437848791	1.07634060970857e-06	6.31764952589025e-07	1.7037042103992		Secretory	BUG1-GRH1 complex	Q12191	BUG1	Binder of USO1 and GRH1 protein 1	341	38,295	Q12191;	SUBCELLULAR LOCATION: Cytoplasm. Golgi apparatus, cis-Golgi network membrane; Peripheral membrane protein. Note=Localizes to cytoplasm in a punctate pattern. Localizes to cis-Golgi together with GRH1.	FUNCTION: Involved in ER to Golgi vesicle-mediated transport by either facilitating USO1-dependent and -independent tethering or increasing target accuracy of fusion events of COPII-coated vesicles. {ECO:0000269|PubMed:16269340, ECO:0000269|PubMed:17261844}.
