protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YPL160W	-0.5	-0.983516483516483	0	1099	0.979072087870159	-27430.8862143706	1.32092848439412e-06	1.63875999823093e-05	0.0806053653872492		metabolic		P26637	CDC60	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	1090	124,142	P26637;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YPL172C	-0.5	-1	0	1100	0.708333333333333	-10785036.4897876	2.36111110402778e-10	1.7038509327401e-08	0.0138574980865884		metabolic		P21592	COX10	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.-) (Heme O synthase)	462	52,148	P21592;	SUBCELLULAR LOCATION: Mitochondrion membrane; Multi-pass membrane protein.	FUNCTION: Converts protoheme IX and farnesyl diphosphate to heme O. {ECO:0000269|PubMed:8118433}.
YPL175W	-0.5	-1	0	1101	0.703497302381317	-24160516.9973577	1.03004059970342e-10	1.34010747518884e-07	0.0007686253668261		metabolic	Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex	P32363	SPT14	Phosphatidylinositol N-acetylglucosaminyltransferase GPI3 subunit (GPI-GlcNAc transferase complex subunit GPI3) (GPI-GnT subunit GPI3) (EC 2.4.1.198) (GlcNAc-PI synthesis protein)	452	51,242	P32363;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	FUNCTION: Catalytic subunit in the complex catalyzing the transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to phosphatidylinositol, the first step of GPI biosynthesis. {ECO:0000269|PubMed:10970797, ECO:0000269|PubMed:7768896}.
YPL227C	-0.5	-1	0	1108	0.735356742996254	-574196.031115633	5.0397424699276e-09	1.11037476515647e-06	0.00453877612142727		metabolic		P40350	ALG5	Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5)	334	38,347	P40350;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type II membrane protein. Note=Its interaction with the substrate UDP-glucose may occur at the cytoplasmic side of the ER, whereas the steps utilizing dolichyl beta-D-glucosyl phosphate take place in the lumen of the ER.	NaN
YPL231W	-0.5	-1	0	1109	0.708332096449178	-332.640539210356	7.65526630514392e-06	1.29798981168291e-05	0.589778612762645		metabolic	Fatty-acyl-CoA synthase	P19097	FAS2	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	1887	206,947	P19097;	NaN	FUNCTION: Fatty acid synthetase catalyzes the formation of long-chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH. The alpha subunit contains domains for: acyl carrier protein, 3-oxoacyl-[acyl-carrier-protein] reductase, and 3-oxoacyl-[acyl-carrier-protein] synthase. This subunit coordinates the binding of the six beta subunits to the enzyme complex.
YPL252C	-0.5	-1	0	1112	0.708333333333333	-920323113.795211	2.76692707503255e-12	1.31139088643479e-06	2.10991787700679e-06		metabolic		Q12184	YAH1	Adrenodoxin homolog, mitochondrial (Mitochondrial ferredoxin)	172	18,932	Q12184;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:10375636, ECO:0000269|PubMed:10655482}.	FUNCTION: Required for Fe-S cluster incorporation into mitochondrial and cytosolic apoproteins. May be part of a novel electron transport chain. {ECO:0000269|PubMed:10655482}.
YPL262W	-4	-1	0	1114	0.771076627642048	-13461.4597576211	2.62046091734661e-07	1.7229953252428e-06	0.152087523335407		metabolic		P08417	FUM1	Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2)	488	53,152	P08417;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:11502169, ECO:0000269|PubMed:11585823, ECO:0000269|PubMed:20231875, ECO:0000269|PubMed:3040736}. Cytoplasm {ECO:0000269|PubMed:11502169, ECO:0000269|PubMed:11585823, ECO:0000269|PubMed:20231875, ECO:0000269|PubMed:3040736}. Nucleus {ECO:0000269|PubMed:20231875}. Note=Mitochondrial, cytoplasmic and nuclear forms are derived from a single translation product and not by alternative initiation of the transcript (PubMed:11585823). The mitochondrial transit peptide is cleaved by the mitochondrial processing peptidase, promoting mitochondrial targeting of around 70% of the proteins (PubMed:11585823). The remaining 30% of the processed proteins localize in the cytosol: they probably undergo rapid folding into an import-incompetent state, leading to retrograde movement of the processed proteins back to the cytosol through the translocation pore (PubMed:11585823). Translocates from the cytosol to the nucleus in response to DNA damage (PubMed:20231875). {ECO:0000269|PubMed:11585823, ECO:0000269|PubMed:20231875}.	FUNCTION: Catalyzes the reversible stereospecific interconversion of fumarate to L-malate (PubMed:3040736, PubMed:11585823, PubMed:1587456, PubMed:20231875). In mitochondrion, catalyzes the hydration of fumarate to L-malate in the tricarboxylic acid (TCA) cycle to facilitate a transition step in the production of energy in the form of NADH (PubMed:1587456, PubMed:20231875). In cytoplasm and nucleus, involved in DNA repair in response to DNA damage: following DNA double-strand breaks (DSBs), translocates from the cytosol to the nucleus and promotes DNA repair by catalyzing the dehydration of L-malate to fumarate (PubMed:20231875). {ECO:0000269|PubMed:11585823, ECO:0000269|PubMed:1587456, ECO:0000269|PubMed:20231875, ECO:0000269|PubMed:3040736}.
YPL271W	-1	-1	0	1117	0.88488439783496	-14953.349672051	5.33593555735966e-07	1.51240700771312e-06	0.352810819451837		metabolic	Mitochondrial proton-transporting ATP synthase complex	P21306	ATP15	ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)	62	6,743	P21306;	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(1) domain and of the central stalk which is part of the complex rotary element. Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits.
YPR021C	-0.5	-1	0	1128	0.865873133882211	-3743960.83570979	1.79547378945948e-09	2.34518808158047e-08	0.0765599059436408		metabolic		Q12482	AGC1	Mitochondrial aspartate-glutamate transporter AGC1 (Aspartate-glutamate carrier 1)	902	104,304	Q12482;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:14622413}; Multi-pass membrane protein {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:14622413}.	FUNCTION: Calcium-dependent mitochondrial aspartate and glutamate carrier. Transport of glutamate in mitochondria is required for mitochondrial transamination reactions and ornithine synthesis. Plays also a role in malate-aspartate NADH shuttle, which is critical for growth on acetate and fatty acids. {ECO:0000269|PubMed:14622413, ECO:0000269|PubMed:9178508}.
YPR033C	1	1	0	1130	1.17040908898781	13174.8121213701	5.44820831536695e-07	4.18304976183945e-06	0.130244884129018		metabolic		P07263	HTS1	Histidine--tRNA ligase, mitochondrial (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	546	59,953	P07263;	SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion.	FUNCTION: Catalyzes the aminoacylation of histidyl-tRNA in both the cytoplasm and the mitochondrion. {ECO:0000269|PubMed:1459448, ECO:0000269|PubMed:3521891}.
YPR035W	-0.5	-1	0	1131	0.833971261006684	-357419.702443015	1.46752957544042e-08	3.63169125776176e-05	0.000404089849957365		metabolic		P32288	GLN1	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase)	370	41,766	P32288;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	NaN
YPR058W	-3	-1	0	1134	0.468782789666547	-59229.3264032554	1.56685602530946e-08	3.87673948179629e-07	0.0404168511365497	YBR104W	metabolic		P32331	YMC1	Mitochondrial glycine transporter YMC1	307	33,376	P32331;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16823961, ECO:0000305|PubMed:10930523}; Multi-pass membrane protein {ECO:0000269|PubMed:16823961, ECO:0000305|PubMed:10930523}.	FUNCTION: Secondary mitochondrial glycine transporter required for the biosynthesis of heme at high glycine concentrations. Imports the precursor glycine into the mitochondrial matrix, where it is condensed with succinyl-CoA to produce 5-aminolevulinate (ALA), the first step of heme biosynthesis. {ECO:0000269|PubMed:26821380}.
YPR060C	-0.5	-1	0	1135	0.767387559504456	-3701.95179810695	9.33516710648392e-07	2.77593691289117e-06	0.336288878293031		metabolic		P32178	ARO7	Chorismate mutase (CM) (EC 5.4.99.5)	256	29,747	P32178;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12455686}.	FUNCTION: Catalyzes the Claisen rearrangement of chorismate to prephenate (PubMed:2646272, PubMed:2187528, PubMed:10894726, PubMed:31498992, PubMed:9642265, PubMed:10428795). Acts at the first branch point in the aromatic amino acid pathway where it steers biosynthesis towards phenylalanine and tyrosine, and away from tryptophan (Probable). {ECO:0000269|PubMed:10428795, ECO:0000269|PubMed:10894726, ECO:0000269|PubMed:2187528, ECO:0000269|PubMed:2646272, ECO:0000269|PubMed:31498992, ECO:0000269|PubMed:9642265, ECO:0000305|PubMed:2187528}.
YPR074C	-0.5	-1	0	1138	0.839137477512411	-1876.07049504253	2.9019118942275e-06	1.40519840969801e-05	0.206512608767551	YBR117C	metabolic		P23254	TKL1	Transketolase 1 (TK 1) (EC 2.2.1.1)	680	73,806	P23254;	NaN	FUNCTION: Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate. {ECO:0000269|PubMed:8521838}.
YPR081C	-0.5	-1	0	1139	0.958668117254024	-7492.4017111633	3.01701240945753e-06	2.36433247408317e-07	12.7605251906353	YBR121C	metabolic		Q06817	GRS2	Glycine--tRNA ligase 2 (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase 2) (GlyRS 2) (GlyRS2)	618	71,018	Q06817;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.	FUNCTION: Catalyzes the ATP-dependent ligation of glycine to the 3'-end of its cognate tRNA, via the formation of an aminoacyl-adenylate intermediate (Gly-AMP) (PubMed:23816885). Also produces diadenosine tetraphosphate (Ap4A), a universal pleiotropic signaling molecule needed for cell regulation pathways, by direct condensation of 2 ATPs. Thereby, may play a special role in Ap4A homeostasis (By similarity). {ECO:0000250|UniProtKB:P41250, ECO:0000269|PubMed:23816885}.
YPR113W	-0.5	-1	0	1140	0.70832196514063	-766.471647167785	3.32214350870298e-06	7.37059111353862e-07	4.50729589734088		metabolic		P06197	PIS1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase)	220	24,824	P06197;	SUBCELLULAR LOCATION: Microsome membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Mitochondrion outer membrane {ECO:0000269|PubMed:16823961}; Multi-pass membrane protein {ECO:0000269|PubMed:16823961}.	NaN
YPR138C	-1.5	-1	0	1145	0.886962417557147	-10858301.5706814	7.49470767175431e-10	3.62786237926122e-07	0.00206587430509989	YGR121C	metabolic		P53390	MEP3	Ammonium transporter MEP3	489	53,690	P53390;	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	FUNCTION: Transporter for ammonium (both charged and uncharged NH3 and NH4) to use as a nitrogen source. The affinity of MEP2 is about twenty times higher than that of MEP1. MEP3 has the lowest affinity. {ECO:0000269|PubMed:11486013, ECO:0000269|PubMed:9234685}.
YPR145W	-0.5	-1	0	1148	0.880765846511102	-2260.21119356776	3.39310970620279e-06	1.30660478830912e-05	0.259689061035343	YGR124W	metabolic		P49089	ASN1	Asparagine synthetase [glutamine-hydrolyzing] 1 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 1)	572	64,470	P49089;	NaN	NaN
YPR159W	-0.5	-1	0	1150	0.708333333333333	-50743.7899302437	5.01828291666586e-08	6.26021634838216e-07	0.0801614934276632	YGR143W	metabolic		P32486	KRE6	Beta-glucan synthesis-associated protein KRE6 (Killer toxin-resistance protein 6)	720	80,123	P32486;	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12237851}; Single-pass type II membrane protein {ECO:0000269|PubMed:12237851}.	FUNCTION: Involved in the synthesis of (1->6)- and (1->3)-beta-D-glucan polymers of the yeast cell wall in vivo. It is required for full activity of beta-glucan synthase in vitro. May be involved in the maturation and transport of cell wall proteins (CWP) to the cell wall. May act as a transglucosidase and contribute to the construction of a protein-bound glucan-structure that acts as an acceptor site for the addition of (1->6)-beta-D-glucan at the cell surface. {ECO:0000269|PubMed:10601196, ECO:0000269|PubMed:12237851, ECO:0000269|PubMed:15093776}.
YPR167C	-0.5	-1	0	1152	0.894042622152963	-365.404413271234	2.40267152987957e-05	1.87615046526438e-07	128.06390395458		metabolic		P18408	MET16	Phosphoadenosine phosphosulfate reductase (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAdoPS reductase)	261	30,380	P18408;	NaN	FUNCTION: The NADP dependent reduction of PAPS into sulfite involves thioredoxin which probably plays the role of a thiol carrier.
YPR183W	-0.5	-1	0	1153	0.708380502498119	-1417.59765210274	1.79671940678167e-06	1.33053527893749e-06	1.35037336869147		metabolic		P14020	DPM1	Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) (Dolichol-phosphate mannose synthase) (DPM synthase) (Dolichyl-phosphate beta-D-mannosyltransferase) (Mannose-P-dolichol synthase) (MPD synthase)	267	30,362	P14020;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15657391}; Single-pass type IV membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15657391}.	FUNCTION: Transfers mannose from GDP-mannose to dolichol monophosphate to form dolichol phosphate mannose (Dol-P-Man) which is the mannosyl donor in pathways leading to N-glycosylation, glycosyl phosphatidylinositol membrane anchoring, and O-mannosylation of proteins.
YPR191W	-1	-1	0	1155	0.865198039237576	-873.794789825281	7.64445074392535e-06	4.38406588311778e-06	1.74368975004748		metabolic	Mitochondrial respiratory chain complex III	P07257	QCR2	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome c oxidoreductase core protein 2)	368	40,478	P07257;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11502169, ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:22984289, ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Matrix side {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. The cytochrome b-c1 complex catalyzes electron transfer from ubiquinol to cytochrome c, linking this redox reaction to translocation of protons across the mitochondrial inner membrane, with protons being carried across the membrane as hydrogens on the quinol. In the process called Q cycle, 2 protons are consumed from the matrix, 4 protons are released into the intermembrane space and 2 electrons are passed to cytochrome c. {ECO:0000305|PubMed:11880631}.
YAL007C	-0.5	-1	0	1158	0.708174718643438	-9388.26303085402	2.71034199949869e-07	2.98652523042084e-06	0.0907523556771278	YOR016C	Secretory	EMP24 complex	P39704	ERP2	Protein ERP2	215	24,064	P39704;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	FUNCTION: Involved in vesicular protein trafficking.
YAR002C-A	-0.5	-1	0	1159	0.708174718643438	-9388.26303085402	2.71034199949869e-07	2.4887710253507e-06	0.108902826812553	YGL002W	Secretory	EMP24 complex	Q05359	ERP1	Protein ERP1	219	24,723	Q05359;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10713261}; Single-pass type I membrane protein {ECO:0000269|PubMed:10713261}.	FUNCTION: Involved in vesicular protein trafficking.
YBL040C	-0.5	-1	0	1160	0.731474312157862	-3998.17984005588	7.12100540093047e-07	1.01465280264298e-06	0.701816954763402		Secretory		P18414	ERD2	ER lumen protein-retaining receptor (HDEL receptor)	219	25,763	P18414;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi. This receptor strongly recognizes H-D-E-L and weakly recognizes D-D-E-L and K-D-E-L.
YBL050W	4	1	0	1161	2.57516291537851	1135.37073624632	1.51359947486267e-06	9.49561868133807e-07	1.59399774323012		Secretory		P32602	SEC17	Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha) (Vesicular-fusion protein SEC17) (alpha-SNAP chaperone)	292	32,803	P32602;	SUBCELLULAR LOCATION: Membrane; Peripheral membrane protein.	FUNCTION: SNARE complex protein that binds to cis-SNARE complexes on membranes and is required for vesicular transport between the endoplasmic reticulum and the Golgi apparatus and for homotypic vacuole fusion. During the priming step of membrane fusion, is released from cis-SNARE complexes by SEC18 to establish a pool of unpaired SNAREs, which are required for interactions in trans during docking and fusion steps. Can displace HOPS from SNARE complexes, which may be a prerequisite for trans-SNARE complex disassembly and subsequent rounds of priming, docking and fusion. {ECO:0000269|PubMed:15889152, ECO:0000269|PubMed:8620540, ECO:0000269|PubMed:8670830, ECO:0000269|PubMed:9144293}.
YBR015C	-0.5	-1	0	1162	0.72926255810577	-8803.37426135246	3.19260221352792e-07	1.24438551267535e-06	0.256560541810232		Secretory		P38069	MNN2	Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-) (Calcium resistance and vanadate sensitivity protein 4) (Mannan synthesis protein MNN2)	597	67,774	P38069;	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:20236934, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:9756928}; Single-pass type II membrane protein {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:18410729, ECO:0000269|PubMed:20236934, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:9756928}. Note=Golgi localization depends on SVP26.	FUNCTION: Alpha-1,2-mannosyltransferase, responsible for addition of the first alpha-1,2-linked mannose to form the branches on the mannan backbone of oligosaccharides. {ECO:0000269|PubMed:1097420, ECO:0000269|PubMed:2082155, ECO:0000269|PubMed:355255, ECO:0000269|PubMed:381304, ECO:0000269|PubMed:4124122, ECO:0000269|PubMed:4578088, ECO:0000269|PubMed:4578089, ECO:0000269|PubMed:4612040, ECO:0000269|PubMed:4612041, ECO:0000269|PubMed:6802821, ECO:0000269|PubMed:9756928}.
YBR102C	-0.5	-1	0	1163	0.57504121870431	-18592.7438765179	7.65954536688839e-08	2.44091004409396e-07	0.313798756550716		Secretory	Exocyst	P38261	EXO84	Exocyst complex component EXO84 (Exocyst complex protein of 84 kDa) (U1 SNP1-associating protein 3)	753	85,538	P38261;	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle. Bud. Bud neck. Note=Cell periphery, bud and bud neck. The polarization of EXO84 requires actin cables.	FUNCTION: Involved in the secretory pathway as part of the exocyst complex which tethers secretory vesicles to the sites of exocytosis. Plays a role in both the assembly of the exocyst and the polarization of this complex to specific sites of the plasma membrane for exocytosis and to the budding site. Also involved in assembly of the spliceosome. {ECO:0000269|PubMed:10438536, ECO:0000269|PubMed:11425851, ECO:0000269|PubMed:15788396}.
YBR170C	-0.5	-1	0	1164	0.684148403580665	-7850.68512061002	2.892353520912e-07	5.21684695698513e-07	0.554425603196824		Secretory	Ribosome quality control complex	P33755	NPL4	Nuclear protein localization protein 4 (HMG-CoA reductase degradation protein 4)	580	65,782	P33755;	SUBCELLULAR LOCATION: Cytoplasm, perinuclear region. Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Nucleus membrane; Peripheral membrane protein; Cytoplasmic side. Note=Localizes mainly at the nuclear periphery and the endoplasmic reticulum membrane.	FUNCTION: Substrate-recruiting cofactor of the CDC48-NPL4-UFD1 segregase (PubMed:31249135). Assists CDC48 in the dislocation of misfolded, polyubiquitinated ERAD substrates that are subsequently delivered to the proteasome for degradation (PubMed:11739805, PubMed:11740563, PubMed:11847109). Involved in the import of nuclear-targeted proteins into the nucleus and the export of poly(A) RNA out of the nucleus (PubMed:8930904, PubMed:11733065). Required for the proteasome-dependent processing/activation of MGA2 and SPT23 transcription factors leading to the subsequent expression of OLE1 (PubMed:11733065). Regulates ubiquitin-mediated mitochondria protein degradation (PubMed:31249135). Involved in spindle disassembly probably by promoting the degradation of spindle assemby factors ASE1 and CDC5 at the end of mitosis (PubMed:14636562). {ECO:0000269|PubMed:11733065, ECO:0000269|PubMed:11739805, ECO:0000269|PubMed:11740563, ECO:0000269|PubMed:11847109, ECO:0000269|PubMed:14636562, ECO:0000269|PubMed:31249135, ECO:0000269|PubMed:8930904}.
YBR171W	-0.5	-1	0	1165	0.621488412370525	-2989.22980411761	5.78567874354524e-07	2.12502756779945e-06	0.272263702890996		Secretory	SEC62-SEC63 complex	P33754	SEC66	Translocation protein SEC66 (Protein HSS1) (Sec62/63 complex 31.5 kDa subunit)	206	24,231	P33754;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8257795}; Single-pass type II membrane protein {ECO:0000269|PubMed:8257795}.	FUNCTION: Acts as component of the Sec62/63 complex which is involved in SRP-independent post-translational translocation across the endoplasmic reticulum (ER) and functions together with the Sec61 complex and KAR2 in a channel-forming translocon complex. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC66 is required to attach or retain SEC72 in the SEC63 complex. It is essential for growth at elevated temperatures.
YBR201W	-0.5	-1	0	1166	0.684148609250608	-55846.3739736757	4.06597176183784e-08	2.96738083791815e-08	1.37022242304781		Secretory	HRD1 ubiquitin ligase complex	P38307	DER1	Degradation in the endoplasmic reticulum protein 1	211	24,391	P38307;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8631297}; Multi-pass membrane protein {ECO:0000269|PubMed:8631297}.	FUNCTION: Component of the endoplasmic reticulum-associated degradation (ERAD) pathway. Specifically required for the ERAD-L pathway which mediates the degradation of proteins with misfolded lumenal domains within the endoplasmic reticulum. {ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:20005842, ECO:0000269|PubMed:23363603, ECO:0000269|PubMed:8631297}.
YBR254C	3	1	0	1167	2.57516291537851	1661.22446346508	1.0344758266877e-06	1.16780794266456e-07	8.85827017349583		Secretory	TRAPPI protein complex	P38334	TRS20	Trafficking protein particle complex subunit 20 (TRAPP subunit 20) (Transport protein particle 20 kDa subunit)	175	19,700	P38334;	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network. Endoplasmic reticulum. Preautophagosomal structure.	FUNCTION: Component of the TRAPP I, TRAPP II and TRAPP III complexes which act as guanine nucleotide exchange factors (GEF) for YPT1. TRAPP I plays a key role in the late stages of endoplasmic reticulum to Golgi traffic. TRAPP II plays a role in intra-Golgi transport. TRAPP III plays a role in autophagosome formation. {ECO:0000269|PubMed:11239471, ECO:0000269|PubMed:20375281, ECO:0000269|PubMed:20972447, ECO:0000269|PubMed:9564032}.
YBR283C	-0.5	-1	0	1168	0.684148403580665	-7850.68512061002	2.892353520912e-07	1.2731021014294e-06	0.227189438903962		Secretory	SSH1 translocon complex	P38353	SSH1	Sec sixty-one protein homolog (Ssh1 complex subunit SSH1) (Ssh1 complex subunit alpha)	490	53,312	P38353;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Part of the Ssh1 complex, which probably is the major component of a channel-forming translocon complex that may function exclusively in the cotranslational pathway of protein endoplasmic reticulum (ER) import. {ECO:0000269|PubMed:11702951}.
YBR288C	2	1	0	1169	8.51863481439395	68632.011255061	1.72475833706649e-08	3.52256822049638e-07	0.0489630925252441		Secretory	Adapter complex AP-3	P38153	APM3	AP-3 complex subunit mu (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu) (Mu-adaptin 3A) (Mu3-adaptin)	483	54,837	P38153;	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:10559961, ECO:0000269|PubMed:14562095}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10559961, ECO:0000305}; Peripheral membrane protein {ECO:0000269|PubMed:10559961, ECO:0000305}; Cytoplasmic side {ECO:0000269|PubMed:14562095, ECO:0000305}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex. {ECO:0000269|PubMed:10559961, ECO:0000305}.	FUNCTION: Part of the AP-3 complex, an adaptor-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane and may be directly involved in trafficking to the vacuole. Required for the transport via the ALP pathway, which directs the transport of the cargo proteins PHO8 and VAM3 to the vacuole. {ECO:0000269|PubMed:10559961, ECO:0000269|PubMed:9250663, ECO:0000269|PubMed:9335339}.
YCL001W	-0.5	-1	0	1170	0.731474312157862	-2860.03774391925	9.95478479102655e-07	3.82887850053955e-07	2.59992182818645		Secretory		P25560	RER1	Protein RER1 (Retention of ER proteins 1)	188	22,270	P25560;	SUBCELLULAR LOCATION: Golgi apparatus membrane; Multi-pass membrane protein.	FUNCTION: Involved in the retrieval of endoplasmic reticulum membrane proteins from the early Golgi compartment. Required for correct localization of SEC12, SEC71 and SEC63 in the endoplasmic reticulum. {ECO:0000269|PubMed:9275186}.
YCR017C	-0.5	-1	0	1171	0.700604088497947	-61962.3638197053	3.96190720266774e-08	1.41668504519963e-07	0.279660409777916		Secretory		P25618	CWH43	Protein CWH43 (Calcofluor white hypersensitive protein)	953	107,883	P25618;	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Note=Concentrates to the bud tip of small budded cells and to the neck of dividing cells.	FUNCTION: Involved in the maintenance of cell wall integrity. Required for the replacement of the diacylglycerol moiety by ceramides during GPI-anchor maturation. {ECO:0000269|PubMed:11427965, ECO:0000269|PubMed:17714445, ECO:0000269|PubMed:17761529}.
