protein	priority	correlation	p_value	index_in_Model	ratio	slope	prot_abun(max_production)	ref_abun(paxdb)	abun_fold	homolougous_gene	metabolic/secretoy	complex/not	Entry	Entry name	Protein names	Length	Mass	Cross-reference (PaxDb)	Subcellular location [CC]	Function [CC]
YOL122C	-0.5	-1	0	988	0.6375	-111211.811400378	6.19376439570255e-09	1.52197920396447e-08	0.406954600928118		metabolic		P38925	SMF1	Manganese transporter SMF1	575	63,264	P38925;	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11027260}; Multi-pass membrane protein {ECO:0000269|PubMed:11027260}. Note=Targeted to the vacuolar lumen in presence of excess manganese, where it is degraded.	FUNCTION: High-affinity manganese transporter involved in manganese uptake from the extracellular environment. Contributes also to cellular accumulation of other divalent metal ions such as cadmium, cobalt, copper, iron and nickel. {ECO:0000269|PubMed:10930410, ECO:0000269|PubMed:11027260}.
YOL126C	2	1	0	989	1.32599725664737	155938.198231801	9.47640102124473e-09	1.15823574641321e-06	0.00818175492389261		metabolic		P22133	MDH2	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37)	377	40,731	P22133;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: The isoenzyme MDH2 may function primarily in the glyoxylate cycle.
YOR002W	2	1	0	999	5.2084215165153	8470.25859066448	5.73439998887583e-08	8.27037756116542e-08	0.693366166957409		metabolic		Q12001	ALG6	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)	544	62,783	Q12001;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Adds the first glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation. Transfers glucose from dolichyl phosphate glucose (Dol-P-Glc) onto the lipid-linked oligosaccharide Man(9)GlcNAc(2)-PP-Dol. {ECO:0000269|PubMed:8877369}.
YOR065W	-2	-1	0	1004	0.595938013942803	-170.078799250503	3.40328951171978e-06	3.14925256669378e-06	1.08066578962662		metabolic	Mitochondrial respiratory chain complex III	P07143	CYT1	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome c oxidoreductase cytochrome c1 subunit) (Cytochrome c-1)	309	34,055	P07143;	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	FUNCTION: Component of the ubiquinol-cytochrome c oxidoreductase, a multisubunit transmembrane complex that is part of the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. The cytochrome b-c1 complex catalyzes electron transfer from ubiquinol to cytochrome c, linking this redox reaction to translocation of protons across the mitochondrial inner membrane, with protons being carried across the membrane as hydrogens on the quinol. In the process called Q cycle, 2 protons are consumed from the matrix, 4 protons are released into the intermembrane space and 2 electrons are passed to cytochrome c (Probable). Cytochrome c1 is a catalytic core subunit containing a c-type heme. It transfers electrons from the [2Fe-2S] iron-sulfur cluster of the Rieske protein to cytochrome c (PubMed:18390544). {ECO:0000269|PubMed:18390544, ECO:0000305|PubMed:11880631}.
YOR067C	4	1	0	1005	5.2084215165153	8470.25859066448	5.73439998887583e-08	1.55069579271852e-08	3.69795289043951		metabolic		P40351	ALG8	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)	577	67,385	P40351;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	FUNCTION: Adds the second glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation. Transfers glucose from dolichyl phosphate glucose (Dol-P-Glc) onto the lipid-linked oligosaccharide Glc(1)Man(9)GlcNAc(2)-PP-Dol. {ECO:0000269|PubMed:3536907}.
YOR074C	-0.5	-1	0	1007	0.6375	-18243.5368836745	3.77569197368547e-08	2.63235396912094e-07	0.143434052485971		metabolic		P06785	CDC21	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45) (Cell division cycle protein 21) (Constitutive RNR3 transcription protein 9)	304	35,047	P06785;	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8132557}. Note=Localizes to the nuclear periphery.	FUNCTION: Thymidylate synthase required for de novo biosynthesis of pyrimidine deoxyribonucleotides. Required for both nuclear and mitochondrial DNA synthesis. {ECO:0000269|PubMed:17248617, ECO:0000269|PubMed:334734, ECO:0000269|PubMed:4580573, ECO:0000269|PubMed:6287238, ECO:0000269|PubMed:7028756}.
YOR095C	-0.5	-1	0	1009	0.609176719300429	-10019.3920329379	6.11575849365316e-08	1.37839626019424e-06	0.0443686526891139		metabolic		Q12189	RKI1	Ribose-5-phosphate isomerase (EC 5.3.1.6) (D-ribose-5-phosphate ketol-isomerase) (Phosphoriboisomerase)	258	28,258	Q12189;	NaN	NaN
YOR099W	-0.5	-1	0	1010	0.636743449935185	-5128.08889340745	1.33890985411272e-07	9.76364017637584e-07	0.137132240632172		Secretory		P27810	KTR1	Alpha-1,2 mannosyltransferase KTR1 (EC 2.4.1.-)	393	46,022	P27810;	SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type II membrane protein.	FUNCTION: Mannosyltransferase that transfers a mannose residue from GDP-mannose to a range of acceptors in vitro, forming an alpha-(1->2)-D-mannosyl-D-mannose linkage.
YOR128C	-0.5	-1	0	1017	0.6375	-824.844324339873	8.35090619535404e-07	1.54112359646717e-06	0.541871282387567		metabolic		P21264	ADE2	Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)	571	62,339	P21264;	NaN	NaN
YOR136W	-1	-0.982142857142857	0	1019	0.849655075473004	-1623.43552536247	1.09549974039987e-06	5.0732640132149e-06	0.21593588221435		metabolic	Mitochondrial isocitrate dehydrogenase complex (NAD+)	P28241	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	369	39,739	P28241;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:11502169}.	FUNCTION: Performs an essential role in the oxidative function of the citric acid cycle. Also binds RNA; specifically to the 5'-untranslated leaders of mitochondrial mRNAs.
YOR143C	-0.5	-1	0	1021	0.6375	-2953821.09344236	2.33196167283951e-10	2.99609742667219e-07	0.000778333058224227		metabolic		P35202	THI80	Thiamine pyrophosphokinase (TPK) (Thiamine kinase) (EC 2.7.6.2)	319	36,616	P35202;	NaN	FUNCTION: Essential protein, it is the only enzyme in yeast capable of synthesizing thiamine pyrophosphate (TPP).
YOR149C	-0.5	-1	0	1022	0.631460085533341	-14170188.0859171	4.73818675863574e-11	1.44540163395368e-08	0.00327811083600006		metabolic		Q04174	SMP3	GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV)	516	59,883	Q04174;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Alpha-1,2-mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis. Transfers a fourth mannose to trimannosyl-GPIs during GPI precursor assembly. The presence of a fourth mannose in GPI is essential in fungi. Involved in plasmid maintenance with SMP2. {ECO:0000269|PubMed:11356840}.
YOR168W	-0.5	-1	0	1026	0.807789091775731	-1303.56028051401	1.24120399939156e-06	5.30299672324727e-06	0.234057093407274		metabolic		P13188	GLN4	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	809	93,133	P13188;	NaN	NaN
YOR175C	-4	-1	0	1028	0.637496737845617	-5078.9406215476	1.35620842283736e-07	7.1695749922603e-07	0.189161620361237		metabolic		Q08548	ALE1	Lysophospholipid acyltransferase (LPLAT) (EC 2.3.1.23) (EC 2.3.1.51) (EC 2.3.1.n6) (EC 2.3.1.n7) (1-acyl-sn-glycerol-3-phosphate acyltransferase) (AGPAT) (Lysophosphatidic acid acyltransferase) (LPAAT) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lysophosphatidylserine acyltransferase) (LPSAT) (Sphingolipid compensation protein 4)	619	72,228	Q08548;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17890783}; Multi-pass membrane protein.	FUNCTION: Broad specificity membrane-bound O-acyltransferase that mediates the incorporation of unsaturated acyl chains into the sn-2 position of various lysophospholipids. Preferentially acylates lysophosphocholine (LPC), but also lysophosphoethanolamine (LPE), lysophosphatidylglycerol (LPG), lysophosphatidic acid (LPA), lysophosphoethanolamine (LPE), lysophosphoinositol (LPI), and lysophosphoserine (LPS) (PubMed:17996202, PubMed:17652094, PubMed:17726007, PubMed:17675291, PubMed:17890783). Prefers an acyl residue to an alkyl residue at the sn-1 position of lysophospholipid acceptors. Accepts acyl chains in acyl-CoA from C-2 to C-20, and shows strong preference for unsaturated acyl-CoAs with 16-20 carbons (PubMed:17890783). Together with SLC1, plays a central role in phosphatidic acid (PA) biosynthesis. PA is the intermediate, from which all glycerophospholipids are synthesized (PubMed:17890783). Can also introduce an acyl chain at the sn-1 position of the lysophosphatidylcholine analog 1-hydroxy-2-hexadecyl-sn-glycero-3-phosphocholine (HHPC) (PubMed:29782033). {ECO:0000269|PubMed:17652094, ECO:0000269|PubMed:17675291, ECO:0000269|PubMed:17726007, ECO:0000269|PubMed:17890783, ECO:0000269|PubMed:17996202, ECO:0000269|PubMed:29782033}.
YOR176W	-0.5	-1	0	1029	0.6375	-397100.53970124	1.73462307140525e-09	2.51748761410475e-06	0.000689029436207217		metabolic		P16622	HEM15	Ferrochelatase, mitochondrial (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	393	44,596	P16622;	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Peripheral membrane protein; Matrix side. Note=It is bound to the mitochondrial inner membrane in eukaryotic cells with its active site on the matrix side of the membrane.	FUNCTION: Catalyzes the ferrous insertion into protoporphyrin IX.
YOR184W	-0.5	-1	0	1031	0.718204794154258	-4251.68594547577	2.35030811204631e-07	3.64700677176392e-06	0.0644448518780666		metabolic		P33330	SER1	Phosphoserine aminotransferase (PSAT) (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase)	395	43,416	P33330;	NaN	FUNCTION: Catalyzes the reversible conversion of 3-phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4-phosphonooxybutanoate to phosphohydroxythreonine. {ECO:0000250|UniProtKB:P10658}.
YOR192C	-0.5	-1	0	1033	0.6375	-111669834.47911	6.16836015783745e-12	2.35476027783182e-08	0.000261952786273304		metabolic		Q08579	THI72	Thiamine transporter THI72	599	67,186	Q08579;	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	FUNCTION: Low affinity thiamine transporter responsible for intake of thiamine. It is possible that the primary function is the uptake of closely related compounds and that thiamine transport is a secondary activity of these proteins. {ECO:0000269|PubMed:9235906}.
YOR222W	-0.5	-1	0	1038	0.485248758247268	-595.809708483141	6.23120469958329e-07	5.4465796670175e-07	1.14405830457547	YPL134C	metabolic		Q99297	ODC2	Mitochondrial 2-oxodicarboxylate carrier 2	307	34,007	Q99297;	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	FUNCTION: Transports C5-C7 oxodicarboxylates across the inner membranes of mitochondria. Can transport 2-oxoadipate, 2-oxoglutarate, adipate, glutarate, 2-oxopimelate, oxaloacetate, citrate and malate. The main physiological role is probably to supply 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol where they are used in the biosynthesis of lysine and glutamate, respectively, and in lysine catabolism.
YOR236W	-0.5	-1	0	1040	0.6375	-1141.93880784221	6.03201986921551e-07	3.4077018654802e-07	1.77011373275329		metabolic		P07807	DFR1	Dihydrofolate reductase (EC 1.5.1.3)	211	24,261	P07807;	NaN	FUNCTION: Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis (By similarity). {ECO:0000250}.
YOR245C	-0.5	-1	0	1042	0.637498821079377	-1960.40341119238	3.51364571982116e-07	6.85369251596579e-08	5.1266462737219		metabolic		Q08650	DGA1	Diacylglycerol O-acyltransferase 1 (DGAT) (EC 2.3.1.20) (Acyl-CoA-dependent diacylglycerol O-acyltransferase) (Acyl-CoA:monoacylglycerol acyltransferase) (MGAT) (EC 2.3.1.22) (Triacylglycerol synthase) (TAG synthase)	418	47,711	Q08650;	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:21820081, ECO:0000269|PubMed:24868093}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:20225889, ECO:0000269|PubMed:21321129, ECO:0000269|PubMed:32349126}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to sites of lipid droplet biogenesis in the endoplasmic reticulum. {ECO:0000269|PubMed:32349126}.	FUNCTION: Catalyzes the terminal and only committed step in triacylglycerol (TAG) synthesis by using diacylglycerol (DAG) and fatty acyl-CoA as substrates. Required for storage lipid synthesis. Major DAG esterifying enzyme in stationary phase when TAG production is particularly active. Involved in lipid particle synthesis from the endoplasmic reticulum, promoting localized TAG production at discrete ER subdomains, and in ergosterol biosynthesis (PubMed:11741946, PubMed:11751830, PubMed:11751875, PubMed:14640980, PubMed:15155725, PubMed:21321129, PubMed:32349126). Also has monoacylglycerol acyltransferase (MGAT) activity, catalyzing the acyl-CoA-dependent esterification of monoacylglycerol to diacylglycerol (PubMed:20554061). Can also utilize ceramide instead of DAG, acylating the ceramides by attaching a fatty acid to the hydroxy group on the first carbon atom of the long-chain base to produce 1-O-acylceramides (PubMed:22738231). {ECO:0000269|PubMed:11741946, ECO:0000269|PubMed:11751830, ECO:0000269|PubMed:11751875, ECO:0000269|PubMed:14640980, ECO:0000269|PubMed:15155725, ECO:0000269|PubMed:20554061, ECO:0000269|PubMed:21321129, ECO:0000269|PubMed:22738231, ECO:0000269|PubMed:32349126}.
YOR278W	-0.5	-1	0	1046	0.6375	-4862257128.7038	1.41666666241667e-13	1.57941238147256e-07	8.96958057968268e-07		metabolic		P06174	HEM4	Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	275	30,912	P06174;	NaN	FUNCTION: Catalyzes cyclization of the linear tetrapyrrole, hydroxymethylbilane, to the macrocyclic uroporphyrinogen III. {ECO:0000250}.
YOR283W	-0.5	-1	0	1047	0.712276393550271	-14.9466729706361	6.46080589228353e-05	1.52197920396447e-06	42.4500274080904		metabolic		Q12040	YOR283W	Broad-specificity phosphatase YOR283W (EC 3.1.3.-)	230	26,177	Q12040;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	FUNCTION: Metal-independent phosphatase active against a broad range of phosphorylated substrates including nucleoside tri- and diphosphates, phosphorylated organic acids, and amino acids. Shows no activity against phytic acid, phosphorylated carbohydrates, and nucleoside monophosphates. {ECO:0000269|PubMed:19753119, ECO:0000269|PubMed:20427268}.
YOR306C	-0.5	-1	0	1051	0.6375	-134003.809937776	5.14029980306604e-09	1.43582943770233e-08	0.358002118363846		metabolic		Q08777	MCH5	Riboflavin transporter MCH5	521	57,582	Q08777;	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Riboflavin transporter involved in riboflavin (vitamin B2) uptake. Does not act in the transport of monocarboxylic acids across the plasma membrane. {ECO:0000269|PubMed:16204239}.
YOR321W	-0.5	-1	0	1055	0.63642448927059	-20367.7565337114	3.3664666833205e-08	1.89529485776707e-07	0.17762231926734	YAL023C	Secretory	PMT5-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex	P47190	PMT3	Dolichyl-phosphate-mannose--protein mannosyltransferase 3 (EC 2.4.1.109)	753	86,323	P47190;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P33775}; Multi-pass membrane protein {ECO:0000255}.	FUNCTION: Protein O-mannosyltransferase involved in O-glycosylation which is essential for cell wall rigidity. Forms a heterodimeric complex with PMT5 and more rarely with PMT1 to transfer mannose from Dol-P-mannose to Ser or Thr residues on proteins. Seems to have redundant activity to PMT2. {ECO:0000269|PubMed:9184828}.
YOR323C	-0.5	-1	0	1056	0.801657721974604	-2820.666197403	5.61796711606884e-07	2.38347686658587e-06	0.235704704955501		metabolic		P54885	PRO2	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (GSA dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)	456	49,740	P54885;	NaN	FUNCTION: Catalyzes the NADPH dependent reduction of L-gamma-glutamyl 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate.
YOR335C	-0.5	-1	0	1059	0.760322352351382	-581.363383092782	2.12316487289495e-06	1.11420364365701e-05	0.190554472244082		metabolic		P40825	ALA1	Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	983	110,059	P40825;	SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion.	FUNCTION: Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction: alanine is first activated by ATP to form Ala-AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged tRNA(Ala) via its editing domain. {ECO:0000255|HAMAP-Rule:MF_03133, ECO:0000269|PubMed:7761427}.
YOR348C	-1.5	-0.939285714285714	0	1061	0.923000903866074	-2217.71796885642	1.12046078889309e-06	5.20727476073378e-07	2.15172204344216		metabolic		P15380	PUT4	Proline-specific permease	627	68,788	P15380;	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	FUNCTION: Required for high-affinity proline transport. May be responsible for proline recognition and probably also for proline translocation across the plasma membrane. Also functions as non-specific GABA permease. Can also transport alanine and glycine. {ECO:0000269|PubMed:10654085}.
YOR375C	-0.5	-1	0	1064	0.59788251173105	-56.6873437593429	1.03416782517942e-05	1.92784032502166e-05	0.536438527484271	YAL062W	metabolic		P07262	GDH1	NADP-specific glutamate dehydrogenase 1 (NADP-GDH 1) (EC 1.4.1.4) (NADP-dependent glutamate dehydrogenase 1)	454	49,570	P07262;	NaN	NaN
YPL028W	-0.5	-1	0	1073	0.641847728771702	-1908.24357036089	3.6783000426953e-07	7.70561798233583e-06	0.0477353023615672		metabolic		P41338	ERG10	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Ergosterol biosynthesis protein 10)	398	41,729	P41338;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the formation of acetoacetyl-CoA in the biosynthesis of mevalonate, an intermediate required for the biosynthesis of sterols and nonsterol isoprenoids.
YPL076W	-0.5	-1	0	1082	0.631460085533341	-14170188.0859171	4.73818675863574e-11	5.98262265709304e-08	0.000791991577977614		metabolic	Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex	P46961	GPI2	Phosphatidylinositol N-acetylglucosaminyltransferase GPI2 subunit (GPI-GlcNAc transferase complex subunit GPI2) (GPI-GnT subunit GPI2) (EC 2.4.1.198)	280	32,577	P46961;	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	FUNCTION: Part of the complex catalyzing the transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to phosphatidylinositol, the first step of GPI biosynthesis. {ECO:0000269|PubMed:7768896}.
YPL078C	-3	-1	0	1083	0.000321683551425695	-12024.1109014731	9.44444441611111e-12	3.45556284673694e-06	2.73311319602519e-06		metabolic	Mitochondrial proton-transporting ATP synthase complex	P05626	ATP4	ATP synthase subunit 4, mitochondrial	244	26,925	P05626;	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a/ATP6 static relative to the rotary elements.
YPL091W	2	1	0	1086	4.12966629712082	10555369.3061755	4.85511307228048e-11	1.99101682028056e-06	2.43850931987422e-05		metabolic		P41921	GLR1	Glutathione reductase (GR) (GRase) (EC 1.8.1.7)	483	53,441	P41921;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	FUNCTION: Maintains high levels of reduced glutathione in the cytosol.
YPL096C-A	-0.5	-1	0	1088	0.631460085533341	-14170188.0859171	4.73818675863574e-11	0	Inf		metabolic	Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex	P62651	ERI1	Phosphatidylinositol N-acetylglucosaminyltransferase ERI1 subunit (GPI-GlcNAc transferase complex subunit ERI1) (GPI-GnT subunit ERI1) (Endoplasmic reticulum-associated Ras inhibitor protein 1)	68	8,039	P62651;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12832483}; Multi-pass membrane protein {ECO:0000269|PubMed:12832483}.	FUNCTION: Probable component of the GPI-GlcNAc transferase (GPI-GnT) complex in the endoplasmic reticulum, a complex that catalyzes transfer of GlcNAc from UDP-GlcNAc to an acceptor phosphatidylinositol, the first step in the production of GPI-anchors for cell surface proteins. Ras may inhibit the enzyme activity of the GPI-GnT complex via the association between ERI1 and RAS2. {ECO:0000269|PubMed:12832483, ECO:0000269|PubMed:15163411}.
YPL117C	-0.5	-1	0	1093	0.637500080496732	-1757.02111341553	3.92038540858157e-07	3.4077018654802e-06	0.115044847329364		metabolic		P15496	IDI1	Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase) (IPP isomerase)	288	33,352	P15496;	SUBCELLULAR LOCATION: Cytoplasm.	FUNCTION: Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its highly electrophilic allylic isomer, dimethylallyl diphosphate (DMAPP).
YPL147W	-2.5	-1	0	1097	0.637541031792714	-29351.7070368607	2.34718862422519e-08	2.61320957661824e-08	0.898201447456308		metabolic	Peroxisomal ABC transporter complex PXA1-PXA2	P41909	PXA1	Peroxisomal long-chain fatty acid import protein 2 (Peroxisomal ABC transporter 1)	870	100,025	P41909;	SUBCELLULAR LOCATION: Peroxisome membrane; Multi-pass membrane protein.	FUNCTION: Involved in the import of activated long-chain fatty acids from the cytosol to the peroxisomal matrix. {ECO:0000269|PubMed:8670886}.
YPL160W	-0.5	-1	0	1099	0.779647593491446	-1133.0366835264	1.20440274862186e-06	1.63875999823093e-05	0.0734947612781639		metabolic		P26637	CDC60	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	1090	124,142	P26637;	SUBCELLULAR LOCATION: Cytoplasm.	NaN
YPL172C	-0.5	-1	0	1100	0.6375	-2917354.27722228	2.36111110402778e-10	1.7038509327401e-08	0.0138574980865884		metabolic		P21592	COX10	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.-) (Heme O synthase)	462	52,148	P21592;	SUBCELLULAR LOCATION: Mitochondrion membrane; Multi-pass membrane protein.	FUNCTION: Converts protoheme IX and farnesyl diphosphate to heme O. {ECO:0000269|PubMed:8118433}.
YPL175W	-0.5	-1	0	1101	0.631460085533341	-14170188.0859171	4.73818675863574e-11	1.34010747518884e-07	0.000353567668740006		metabolic	Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex	P32363	SPT14	Phosphatidylinositol N-acetylglucosaminyltransferase GPI3 subunit (GPI-GlcNAc transferase complex subunit GPI3) (GPI-GnT subunit GPI3) (EC 2.4.1.198) (GlcNAc-PI synthesis protein)	452	51,242	P32363;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	FUNCTION: Catalytic subunit in the complex catalyzing the transfer of N-acetylglucosamine from UDP-N-acetylglucosamine to phosphatidylinositol, the first step of GPI biosynthesis. {ECO:0000269|PubMed:10970797, ECO:0000269|PubMed:7768896}.
YPL227C	2	1	0	1108	5.2084215165153	2823.4195302215	1.72031999666275e-07	1.11037476515647e-06	0.154931474547724		metabolic		P40350	ALG5	Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5)	334	38,347	P40350;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type II membrane protein. Note=Its interaction with the substrate UDP-glucose may occur at the cytoplasmic side of the ER, whereas the steps utilizing dolichyl beta-D-glucosyl phosphate take place in the lumen of the ER.	NaN
YPL231W	-0.5	-1	0	1109	0.637499287397297	-89.9919273463177	7.65421623204523e-06	1.29798981168291e-05	0.589697712813413		metabolic	Fatty-acyl-CoA synthase	P19097	FAS2	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	1887	206,947	P19097;	NaN	FUNCTION: Fatty acid synthetase catalyzes the formation of long-chain fatty acids from acetyl-CoA, malonyl-CoA and NADPH. The alpha subunit contains domains for: acyl carrier protein, 3-oxoacyl-[acyl-carrier-protein] reductase, and 3-oxoacyl-[acyl-carrier-protein] synthase. This subunit coordinates the binding of the six beta subunits to the enzyme complex.
YPL252C	-0.5	-1	0	1112	0.6375	-248947564.989635	2.76692707503255e-12	1.31139088643479e-06	2.10991787700679e-06		metabolic		Q12184	YAH1	Adrenodoxin homolog, mitochondrial (Mitochondrial ferredoxin)	172	18,932	Q12184;	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:10375636, ECO:0000269|PubMed:10655482}.	FUNCTION: Required for Fe-S cluster incorporation into mitochondrial and cytosolic apoproteins. May be part of a novel electron transport chain. {ECO:0000269|PubMed:10655482}.
